t,x,y
0,-0.824410869,-1.843743738
0.016744444,-0.825825242,-1.843920152
0.0335,-0.824055636,-1.845052303
0.050244444,-0.822810623,-1.845325973
0.066988889,-0.824670395,-1.844039361
0.083733333,-0.824105545,-1.843674962
0.100477778,-0.822681223,-1.84375965
0.117222222,-0.823179313,-1.84399254
0.133977778,-0.821238433,-1.845368686
0.150722222,-0.822755209,-1.845651707
0.167466667,-0.821170492,-1.845653038
0.184222222,-0.821169281,-1.845777474
0.200955556,-0.819556178,-1.845566612
0.217711111,-0.821132329,-1.845652169
0.234455556,-0.819473836,-1.847092247
0.2512,-0.820990155,-1.847231929
0.267955556,-0.820124983,-1.847303175
0.2847,-0.82035502,-1.847089875
0.301444444,-0.821261428,-1.847180794
0.318188889,-0.821434744,-1.84565718
0.334944444,-0.82272552,-1.845542887
0.351688889,-0.82274361,-1.845739861
0.368433333,-0.821888213,-1.847068089
0.385177778,-0.824249245,-1.84723536
0.401922222,-0.822957873,-1.848911945
0.418666667,-0.823134609,-1.850505716
0.435422222,-0.823448825,-1.850629249
0.452166667,-0.822348601,-1.852080903
0.468911111,-0.82116231,-1.853828789
0.485655556,-0.821991732,-1.855487726
0.5024,-0.822911742,-1.855721802
0.519155556,-0.823069447,-1.855724046
0.5359,-0.822802481,-1.855706771
0.552644444,-0.82255814,-1.855517172
0.5694,-0.824057594,-1.855679739
0.586144444,-0.822885192,-1.855571288
0.602888889,-0.824934264,-1.854293871
0.619633333,-0.825554984,-1.85380286
0.636377778,-0.826004045,-1.85410709
0.653122222,-0.826268639,-1.854227887
0.669877778,-0.825729484,-1.853960065
0.686622222,-0.826595623,-1.854290905
0.703366667,-0.826096499,-1.855602986
0.720111111,-0.82580319,-1.857146235
0.736866667,-0.827831292,-1.857467363
0.753622222,-0.828007555,-1.857480968
0.770355556,-0.827601064,-1.85748191
0.7871,-0.827169468,-1.857379781
0.803844444,-0.82836692,-1.857593466
0.8206,-0.827208765,-1.8572621
0.837344444,-0.827700154,-1.857349261
0.854088889,-0.827750148,-1.857342327
0.870833333,-0.828156825,-1.857435208
0.887588889,-0.827310715,-1.857266616
0.904355556,-0.827238348,-1.856988184
0.921077778,-0.827987412,-1.855617887
0.937822222,-0.829763164,-1.853818241
0.954566667,-0.831773503,-1.852229326
0.971322222,-0.831665735,-1.850414207
0.988066667,-0.832867639,-1.848793417
1.004811111,-0.832135232,-1.847294577
1.021555556,-0.82779332,-1.848817581
1.038311111,-0.817796529,-1.852177657
1.055055556,-0.808498074,-1.85563613
1.0718,-0.796666215,-1.862160742
1.088544444,-0.788605507,-1.865718628
1.105288889,-0.780474822,-1.869370036
1.122044444,-0.773126878,-1.87261966
1.138788889,-0.764318649,-1.875732734
1.155533333,-0.756633774,-1.877861791
1.172277778,-0.749564241,-1.881547359
1.189033333,-0.733882874,-1.887447293
1.205777778,-0.720455196,-1.893420801
1.222522222,-0.701042401,-1.901570476
1.239266667,-0.680908963,-1.908577897
1.256011111,-0.664903466,-1.912482252
1.272766667,-0.649758089,-1.919041179
1.289511111,-0.632869141,-1.923503571
1.306255556,-0.618820836,-1.927880223
1.323,-0.601990465,-1.932358938
1.339755556,-0.5821767,-1.935917555
1.3565,-0.562906722,-1.94064874
1.373244444,-0.543622219,-1.948086469
1.389988889,-0.516877122,-1.954291578
1.406733333,-0.494498838,-1.959633519
1.423488889,-0.47256134,-1.96491159
1.440233333,-0.445811822,-1.96973024
1.456977778,-0.427066469,-1.973337434
1.473722222,-0.403748024,-1.978072105
1.490466667,-0.381600106,-1.982013997
1.507222222,-0.357821067,-1.986902314
1.523966667,-0.333479732,-1.990426
1.540711111,-0.304194998,-1.995141262
1.557455556,-0.277688833,-1.9985561
1.574211111,-0.254238072,-2.000915348
1.590955556,-0.228007054,-2.004093928
1.6077,-0.202742806,-2.005818981
1.624444444,-0.175744411,-2.0074989
1.641188889,-0.151277771,-2.008524573
1.657944444,-0.127554655,-2.010867603
1.674688889,-0.101728396,-2.012867124
1.691433333,-0.075763553,-2.014273664
1.708177778,-0.047537829,-2.015079178
1.724922222,-0.023658937,-2.014469935
1.741677778,0.00290215,-2.013426301
1.758422222,0.031124041,-2.013066822
1.775166667,0.057146644,-2.012744901
1.791911111,0.080647267,-2.012534413
1.808666667,0.105466756,-2.011187117
1.825411111,0.127660286,-2.013608152
1.842155556,0.1497389,-2.010886405
1.8589,0.173611378,-2.009845516
1.875655556,0.195154069,-2.006104174
1.8924,0.23506011,-2.030792124
1.909144444,0.258653822,-2.027746605
1.9259,0.2808956,-2.025035835
1.942644444,0.302504619,-2.022352006
1.959388889,0.322374784,-2.019090916
1.976133333,0.344124996,-2.015849078
1.992877778,0.363314021,-2.012236194
2.009633333,0.384563709,-2.007454452
2.026377778,0.403964614,-2.00521127
2.043122222,0.421416787,-2.001521638
2.059866667,0.441444092,-1.997879942
2.076611111,0.456785848,-1.994989159
2.093366667,0.475160808,-1.990439447
2.110111111,0.487355386,-1.98649491
2.126855556,0.502482522,-1.98265333
2.1436,0.515723309,-1.979526696
2.160344444,0.528661728,-1.975970682
2.177088889,0.542659212,-1.973108202
2.193844444,0.556150428,-1.970714444
2.210588889,0.566138475,-1.96783566
2.227333333,0.574461891,-1.964378274
2.244077778,0.582920901,-1.961314081
2.260833333,0.59089052,-1.959062335
2.277577778,0.599895621,-1.956395417
2.294322222,0.607004642,-1.955320073
2.311088889,0.612458079,-1.953993622
2.327811111,0.617106364,-1.952583551
2.344566667,0.620788545,-1.95086981
2.361311111,0.624568303,-1.95052855
2.378055556,0.627282938,-1.949037872
2.3948,0.628245997,-1.949224296
2.411555556,0.630378182,-1.948982524
2.4283,0.629580165,-1.949445018
2.445044444,0.627359309,-1.949228112
2.461788889,0.625192095,-1.949231043
2.478533333,0.623493874,-1.950295371
2.495288889,0.618538908,-1.951056914
2.512033333,0.613755056,-1.952527338
2.528777778,0.608093193,-1.954159591
2.545522222,0.600843752,-1.956949707
2.562277778,0.594034371,-1.958453349
2.579022222,0.582540242,-1.961909222
2.595766667,0.574416708,-1.964939168
2.612511111,0.562867011,-1.967053931
2.629266667,0.550062097,-1.970013681
2.646011111,0.53802856,-1.973235489
2.662755556,0.526682222,-1.97664978
2.6795,0.513074056,-1.981186496
2.696244444,0.500431062,-1.984709623
2.712988889,0.486622119,-1.988253848
2.729744444,0.468863456,-1.9916823
2.746488889,0.452416224,-1.995032452
2.763233333,0.43567168,-1.998586048
2.779988889,0.418853664,-2.003768694
2.796733333,0.399082511,-2.008210221
2.813477778,0.380939455,-2.012187485
2.830222222,0.36084629,-2.016083037
2.846966667,0.339043501,-2.020551647
2.863722222,0.319475986,-2.024399736
2.880466667,0.296385913,-2.028616378
2.897211111,0.274253114,-2.032235455
2.913955556,0.251735344,-2.03575095
2.930711111,0.228790357,-2.039309191
2.947455556,0.204477456,-2.042638474
2.9642,0.18075464,-2.045780476
2.997688889,0.123364293,-2.022200138
3.014444444,0.092933179,-2.025278694
3.031188889,0.06967014,-2.027673471
3.047933333,0.042985926,-2.029225758
3.064677778,0.01700418,-2.030842272
3.081433333,-0.01449593,-2.031141107
3.098177778,-0.041480582,-2.031838144
3.114922222,-0.068687767,-2.032119407
