t,x,y
0,-0.337898482,-1.960164918
0.016744444,-0.337812733,-1.961732878
0.0335,-0.339497836,-1.963258119
0.050244444,-0.338952971,-1.964663634
0.066988889,-0.338252009,-1.964947014
0.083733333,-0.340202925,-1.96500448
0.100488889,-0.340665239,-1.964938879
0.117233333,-0.338781817,-1.967374966
0.133977778,-0.339443862,-1.969023307
0.150722222,-0.339647263,-1.970469406
0.167466667,-0.340727615,-1.970568441
0.184222222,-0.340814104,-1.971996133
0.200966667,-0.33941403,-1.972339551
0.217711111,-0.340912745,-1.973636477
0.234455556,-0.342618009,-1.973514528
0.2512,-0.342251043,-1.975121465
0.267955556,-0.34276337,-1.976526926
0.2847,-0.343893815,-1.978142836
0.301444444,-0.345082898,-1.979342628
0.318188889,-0.347145495,-1.97979926
0.334944444,-0.347183,-1.981204299
0.351688889,-0.348360936,-1.981524361
0.368433333,-0.348511248,-1.981675013
0.385177778,-0.35101119,-1.983587662
0.401922222,-0.351907375,-1.984588461
0.418677778,-0.351990462,-1.986266581
0.435422222,-0.351844141,-1.98781837
0.452166667,-0.352013064,-1.988937146
0.468922222,-0.354872782,-1.988985444
0.485655556,-0.355509809,-1.989605695
0.5024,-0.35736639,-1.990634519
0.519155556,-0.358006052,-1.990822288
0.5359,-0.357914668,-1.990877616
0.552644444,-0.357911538,-1.990904789
0.5694,-0.358590922,-1.990893092
0.586144444,-0.36092826,-1.991068153
0.602888889,-0.362802593,-1.991099745
0.619633333,-0.365593342,-1.992373977
0.636377778,-0.365349801,-1.993977087
0.653133333,-0.36587926,-1.994054309
0.669877778,-0.364663457,-1.994448393
0.686622222,-0.367775635,-1.99419742
0.703366667,-0.367756922,-1.995824445
0.720111111,-0.368598107,-1.995802684
0.736866667,-0.370117618,-1.995803334
0.753611111,-0.370910418,-1.997302446
0.770355556,-0.370112656,-1.998217103
0.787111111,-0.371782594,-1.997647765
0.803855556,-0.372239958,-1.998792178
0.8206,-0.373755807,-1.999362269
0.837344444,-0.373655666,-1.998850497
0.854088889,-0.374163642,-1.999253776
0.870844444,-0.372836315,-1.998970278
0.887588889,-0.37179658,-1.998737075
0.904333333,-0.37137092,-1.997369518
0.921077778,-0.36852947,-1.99731891
0.937822222,-0.366722933,-1.997611528
0.954577778,-0.359421241,-1.999719765
0.971322222,-0.354611885,-2.001863772
0.988066667,-0.350548941,-2.002982768
1.004811111,-0.347806642,-2.003238498
