t,x,y
0,-0.276622266,-2.008098113
0.016744444,-0.276524033,-2.008086238
0.033488889,-0.277687548,-2.007861722
0.050233333,-0.278209099,-2.007943282
0.066977778,-0.27939738,-2.008164743
0.083733333,-0.279587461,-2.007993479
0.100477778,-0.27952955,-2.0081281
0.117222222,-0.279351656,-2.008170296
0.133977778,-0.279228593,-2.008113546
0.150722222,-0.281228006,-2.008394345
0.167466667,-0.27864868,-2.009579957
0.184222222,-0.279798547,-2.009667641
0.200955556,-0.280022964,-2.009744544
0.217711111,-0.280357783,-2.00997703
0.234455556,-0.28237068,-2.009631033
0.2512,-0.280734216,-2.009494755
0.267944444,-0.282972735,-2.009576119
0.2847,-0.28222623,-2.009591876
0.301444444,-0.284573811,-2.009729738
0.318188889,-0.283842994,-2.009704113
0.334977778,-0.284980265,-2.00974494
0.351677778,-0.284106512,-2.009712925
0.368422222,-0.284243769,-2.009722217
0.385177778,-0.283803308,-2.009659457
0.401922222,-0.284383469,-2.00964626
0.418666667,-0.284418652,-2.0096453
0.435411111,-0.283738406,-2.010618979
0.452166667,-0.282755159,-2.010666877
0.468911111,-0.283421576,-2.010786652
0.485655556,-0.2846941,-2.009793467
0.5024,-0.283790349,-2.009599114
0.519155556,-0.286165576,-2.008645983
0.5359,-0.286223627,-2.008194826
0.552644444,-0.287265881,-2.008180043
0.569388889,-0.287691423,-2.008276584
0.586144444,-0.287665684,-2.008314156
0.602888889,-0.287587489,-2.008055084
0.619633333,-0.288865348,-2.006986797
0.636377778,-0.287485079,-2.006692768
0.653133333,-0.287220331,-2.006510067
0.669866667,-0.286803502,-2.006374166
0.686622222,-0.286511948,-2.005260101
0.703366667,-0.287088512,-2.005107692
0.720111111,-0.287314604,-2.005018584
0.736855556,-0.28570776,-2.004682548
0.753611111,-0.286481021,-2.003620402
0.770355556,-0.287411777,-2.003386334
0.7871,-0.285620147,-2.003338871
0.803844444,-0.282323833,-2.003524954
0.8206,-0.27559648,-2.004732623
0.837344444,-0.269341979,-2.00617165
0.854088889,-0.262765309,-2.006902651
0.870833333,-0.26234993,-2.007010991
0.887588889,-0.259990717,-2.00669242
0.904333333,-0.261002528,-2.006642058
0.921077778,-0.259714196,-2.006615316
0.937822222,-0.256791495,-2.006763076
0.954566667,-0.248306641,-2.006708449
0.971311111,-0.241689661,-2.006833834
0.988066667,-0.233143355,-2.007581398
1.004811111,-0.227480825,-2.008226248
1.021555556,-0.225066226,-2.008571223
1.038311111,-0.221499635,-2.009473938
1.055055556,-0.219376456,-2.009821006
1.0718,-0.216528,-2.011016122
1.088544444,-0.209738573,-2.011833616
1.105288889,-0.20079446,-2.012374155
1.122044444,-0.192902166,-2.012863473
1.138788889,-0.184528695,-2.012775353
1.155533333,-0.177641592,-2.013296626
1.172277778,-0.172569151,-2.01426348
1.189022222,-0.168892525,-2.014401286
1.205766667,-0.164738724,-2.015423894
1.222544444,-0.158606657,-2.016078267
1.239266667,-0.152288221,-2.01701477
1.256011111,-0.144126591,-2.017157826
1.272766667,-0.135695132,-2.017002727
1.289511111,-0.12698476,-2.017060467
