t,x,y
0,-0.135565734,-2.012568875
0.016744444,-0.135747695,-2.011761936
0.033488889,-0.136131633,-2.011139002
0.050244444,-0.135722396,-2.010995148
0.066988889,-0.13835464,-2.011144812
0.083733333,-0.138038382,-2.011284703
0.100488889,-0.138804574,-2.011192146
0.117233333,-0.139004775,-2.009756389
0.133977778,-0.13868675,-2.009357538
0.150733333,-0.137937501,-2.009655399
0.167466667,-0.138526956,-2.00945024
0.184233333,-0.136412718,-2.009504381
0.200966667,-0.136280886,-2.009457183
0.217711111,-0.136757756,-2.008267749
0.234455556,-0.136687385,-2.007592498
0.2512,-0.1346002,-2.00765602
0.267955556,-0.134226025,-2.007874377
0.2847,-0.133925424,-2.007992748
0.301444444,-0.132813281,-2.008459324
0.318188889,-0.132085404,-2.008151686
0.334933333,-0.130930668,-2.00799597
0.351688889,-0.132424525,-2.006720419
0.368433333,-0.131769089,-2.006547647
0.385177778,-0.13099284,-2.006648523
0.401922222,-0.130422495,-2.006731415
0.418677778,-0.129405861,-2.005198529
0.435422222,-0.128892229,-2.004509687
0.452166667,-0.128989924,-2.003811503
0.468911111,-0.12674469,-2.00386286
0.485655556,-0.123899546,-2.004785774
0.502411111,-0.123316774,-2.004996459
0.519155556,-0.123630789,-2.003987942
0.5359,-0.121623099,-2.00333775
0.552655556,-0.12099309,-2.003392573
0.569455556,-0.122241827,-2.00240357
0.586144444,-0.121971625,-2.002258535
0.602888889,-0.121705932,-2.00225336
0.619633333,-0.121446822,-2.002120362
0.636377778,-0.121617762,-2.002304676
0.653133333,-0.119497801,-2.003644022
0.669877778,-0.118267948,-2.003418494
0.686622222,-0.116701739,-2.003191783
0.703366667,-0.115984274,-2.002022362
0.720122222,-0.116103929,-2.001964038
0.736866667,-0.11444423,-2.002034024
0.753611111,-0.114310264,-2.002060209
0.770355556,-0.115409106,-2.001953071
0.787111111,-0.114665134,-2.000847386
0.803855556,-0.112096864,-1.999805243
0.8206,-0.112938791,-2.000044498
0.837344444,-0.113031379,-1.999077084
0.854088889,-0.112490095,-1.9989971
0.870844444,-0.109302546,-1.998886622
0.887588889,-0.106720421,-1.998281176
0.904333333,-0.108537859,-1.997710414
0.921077778,-0.107885693,-1.99732821
0.937822222,-0.107128976,-1.997536337
0.954577778,-0.106491933,-1.997886616
0.971322222,-0.103840383,-1.998878833
0.988066667,-0.099962512,-2.000592235
1.004811111,-0.095994196,-2.000801862
1.021566667,-0.092625483,-2.001426018
1.038311111,-0.090818884,-2.001938008
1.055055556,-0.090164946,-2.000502984
1.0718,-0.090413285,-2.000270627
1.088555556,-0.089767399,-2.00054662
1.1053,-0.086862008,-2.000179681
1.122044444,-0.08364332,-2.001228489
1.138788889,-0.078648836,-2.001767379
1.155533333,-0.076283241,-2.002202449
1.172288889,-0.073356079,-2.002231335
1.189033333,-0.069824448,-2.002299547
1.205777778,-0.067779159,-2.00324787
1.222522222,-0.065090982,-2.003231742
1.239266667,-0.063561598,-2.003529866
1.256022222,-0.061283225,-2.003692743
1.272766667,-0.058409838,-2.004044402
1.289511111,-0.05412619,-2.003602068
1.306255556,-0.048272229,-2.003674369
1.323011111,-0.044608826,-2.004719715
1.339755556,-0.03984019,-2.00492206
1.3565,-0.036319414,-2.006046294
1.373244444,-0.030983112,-2.005692282
1.389988889,-0.029306853,-2.006044339
1.406744444,-0.027423049,-2.006523227
1.423488889,-0.025010638,-2.006471868
1.440233333,-0.020021881,-2.006246494
1.456977778,-0.016169328,-2.006715409
1.473722222,-0.010970761,-2.008099662
1.490477778,-0.005665731,-2.008100533
1.507222222,-5.24E-04,-2.006857761
1.523966667,0.002114879,-2.008063126
1.540722222,0.004944531,-2.007788038
1.557455556,0.007050817,-2.008182486
1.574211111,0.011052752,-2.008397529
1.590955556,0.016286763,-2.007943117
1.6077,0.018090118,-2.008303553
1.624444444,0.026588707,-2.009165489
1.6412,0.030072042,-2.009790122
1.657944444,0.033706355,-2.010459641
1.674688889,0.037864386,-2.010702334
1.691433333,0.041559087,-2.011245974
1.708177778,0.044697586,-2.011432264
1.724933333,0.045731689,-2.010939621
1.741677778,0.052354347,-2.011024676
1.758433333,0.055174988,-2.011136965
1.775166667,0.059556939,-2.01127172
1.791922222,0.064455625,-2.011418204
1.808666667,0.067938951,-2.011785347
1.825411111,0.072481282,-2.011257296
1.842155556,0.073772626,-2.011154728
1.858911111,0.077906212,-2.011064448
1.875655556,0.079554669,-2.011414047
1.8924,0.081817623,-2.011358861
1.909144444,0.085665404,-2.010493745
1.925888889,0.089316276,-2.010866909
1.942644444,0.091701596,-2.01127868
1.959388889,0.096262561,-2.011114379
1.976133333,0.098980022,-2.011260626
1.992877778,0.099791291,-2.012528437
2.009633333,0.102370705,-2.01266076
2.026377778,0.104383071,-2.01282952
2.043122222,0.106320753,-2.012684335
2.059866667,0.107417565,-2.012760504
2.076622222,0.110569365,-2.012673018
2.093366667,0.112429142,-2.012190747
2.110111111,0.113617358,-2.012461301
2.126855556,0.114884095,-2.012617262
2.1436,0.116101284,-2.012773642
2.160355556,0.116734762,-2.012697554
2.177088889,0.116675795,-2.013922932
2.193844444,0.117493082,-2.014280265
2.210588889,0.118343607,-2.015037501
2.227333333,0.119080945,-2.015650039
2.244088889,0.121205792,-2.01586615
2.260833333,0.12194541,-2.016936601
2.277577778,0.123829051,-2.017115224
2.294322222,0.123076558,-2.016417079
2.311077778,0.121510814,-2.015617282
2.327822222,0.12033261,-2.015764675
2.344566667,0.1193733,-2.015588204
2.361311111,0.118982827,-2.015513492
2.378055556,0.11836061,-2.016712822
2.394811111,0.118700392,-2.017179016
2.411555556,0.118816444,-2.017290158
2.4283,0.118001948,-2.018125589
2.445044444,0.115539061,-2.018516434
2.4618,0.114283867,-2.018433195
2.478544444,0.111802921,-2.01841815
2.495288889,0.109883744,-2.018253511
2.512033333,0.108830151,-2.018169407
2.528777778,0.107577674,-2.018457735
2.545533333,0.106947982,-2.018774658
2.562277778,0.105416721,-2.018893416
2.579033333,0.10413339,-2.018889864
2.595777778,0.101152863,-2.018751867
2.612511111,0.099135279,-2.018740038
2.629255556,0.09580638,-2.018678925
2.646011111,0.092674435,-2.018854892
2.662755556,0.089645026,-2.018829432
2.6795,0.087700464,-2.018907787
2.696255556,0.083946071,-2.018463279
2.713,0.08077348,-2.018430285
2.729744444,0.078538629,-2.018606753
2.746488889,0.074991809,-2.018581905
2.763233333,0.07240843,-2.018302342
2.779988889,0.068923212,-2.018606262
2.796733333,0.064554733,-2.020276419
2.813477778,0.062250429,-2.020141954
2.830222222,0.056616734,-2.020254604
2.846977778,0.054776719,-2.020398913
2.863722222,0.051450383,-2.020635635
2.880466667,0.048338741,-2.021600511
2.897211111,0.045595102,-2.021779132
2.913955556,0.041823467,-2.021853894
2.930711111,0.037419354,-2.021752334
2.947455556,0.032930096,-2.021746999
2.9642,0.028262194,-2.021637648
2.980944444,0.023494709,-2.020492152
2.9977,0.021079756,-2.020135736
3.014444444,0.017216808,-2.021259456
3.031188889,0.013795921,-2.02156376
3.047933333,0.011247577,-2.021814194
3.064677778,0.006872196,-2.021440301
3.081433333,0.004079536,-2.021556842
3.098177778,-4.06E-04,-2.021426188
3.114922222,-0.006303058,-2.021581089
3.131666667,-0.009853862,-2.021414157
3.148422222,-0.01265745,-2.022617146
3.165166667,-0.017139059,-2.022889869
3.181911111,-0.019401428,-2.022803164
3.198655556,-0.023550147,-2.02191031
3.2154,-0.028773606,-2.021806387
3.232144444,-0.030848448,-2.021477735
3.2489,-0.031639041,-2.021407257
3.265644444,-0.036032709,-2.021539698
3.282388889,-0.040679356,-2.021715736
3.299144444,-0.043159319,-2.021678337
3.315877778,-0.04684454,-2.022006658
3.332633333,-0.04751303,-2.021624134
3.349377778,-0.052285142,-2.022121066
3.366122222,-0.054971303,-2.021772277
3.382866667,-0.058655371,-2.021642689
3.399622222,-0.060853639,-2.021663752
3.416366667,-0.064256799,-2.021718437
3.433111111,-0.066228049,-2.021669764
3.449855556,-0.067925367,-2.021670025
3.466611111,-0.071309579,-2.022027251
3.483355556,-0.072430128,-2.021535022
3.5001,-0.073699157,-2.020551601
3.516844444,-0.076046697,-2.02053266
3.5336,-0.077131781,-2.019864211
3.550344444,-0.079209009,-2.020309742
3.567088889,-0.081004349,-2.020218933
3.583833333,-0.082424779,-2.020007066
3.600577778,-0.083081932,-2.020054401
3.617333333,-0.084588363,-2.020321987
3.634077778,-0.086092477,-2.020351019
3.650822222,-0.085362296,-2.019926211
3.667566667,-0.086934762,-2.01972009
3.684311111,-0.088760641,-2.018919904
3.701066667,-0.089106729,-2.01888176
3.717811111,-0.087969574,-2.018632589
3.734555556,-0.088726674,-2.018900861
3.7513,-0.090529441,-2.018951027
3.768055556,-0.089654645,-2.018927578
3.7848,-0.08832368,-2.019123795
3.801544444,-0.089528258,-2.019066515
3.8183,-0.089729444,-2.019164048
3.835033333,-0.086099429,-2.019774061
3.851788889,-0.084174679,-2.020112683
3.868533333,-0.084985073,-2.020206379
3.885277778,-0.084176849,-2.020553748
3.902044444,-0.082557437,-2.020479102
3.918777778,-0.082024856,-2.020446498
3.935522222,-0.080426827,-2.020638285
3.952266667,-0.079527007,-2.020387834
3.969011111,-0.07549088,-2.021216236
3.985766667,-0.073074015,-2.020687631
4.002511111,-0.071951131,-2.020779493
4.019255556,-0.070617701,-2.021385973
4.036,-0.067541971,-2.021857971
4.052744444,-0.066070482,-2.022170619
4.0695,-0.062966395,-2.023009536
4.086244444,-0.060024014,-2.023317028
4.102988889,-0.058361707,-2.023458856
4.119733333,-0.055180826,-2.023563439
4.136477778,-0.051085813,-2.024475264
4.153233333,-0.047762129,-2.024749063
4.169977778,-0.045967856,-2.025046651
4.186722222,-0.040925437,-2.02611544
4.203466667,-0.039634726,-2.026862151
4.220222222,-0.034542474,-2.026300274
4.236966667,-0.030457723,-2.02597969
4.253711111,-0.028280124,-2.026288898
4.270455556,-0.024544022,-2.026176786
4.287211111,-0.019066683,-2.027484025
4.303955556,-0.015946077,-2.027844281
4.3207,-0.012918876,-2.028086777
4.337444444,-0.00827621,-2.0280527
4.354188889,-0.004501069,-2.029106329
4.370944444,-0.001459341,-2.02825895
4.387688889,0.003582607,-2.029062115
4.404433333,0.006644472,-2.029375136
4.421244444,0.012220832,-2.029264422
4.437922222,0.016147848,-2.029906072
4.454677778,0.020408839,-2.029363754
4.471422222,0.025782152,-2.02953702
4.488177778,0.029965247,-2.02969642
4.504911111,0.032307462,-2.030411188
4.521655556,0.038210393,-2.030685417
4.538411111,0.040042895,-2.031275708
4.555177778,0.043843109,-2.032344612
4.5719,0.04937712,-2.032925124
4.588644444,0.052352394,-2.032849145
4.6054,0.057497524,-2.033666576
4.622144444,0.06172957,-2.03392319
4.638888889,0.066766726,-2.034043814
4.655633333,0.069783701,-2.034192899
4.672388889,0.072120543,-2.033950125
4.689133333,0.076635758,-2.033742759
4.705877778,0.081100704,-2.033859347
4.722622222,0.084606201,-2.034384747
4.739388889,0.087080727,-2.034342395
4.756122222,0.090910884,-2.035024692
4.772866667,0.096912047,-2.034202225
4.789611111,0.098505194,-2.034085547
4.806355556,0.103545926,-2.034192796
4.8231,0.107339335,-2.034062347
4.839855556,0.109378518,-2.03372799
4.8566,0.113980027,-2.033913538
4.873344444,0.116462623,-2.033375545
4.890088889,0.118134449,-2.034027432
4.906844444,0.122534151,-2.034287308
4.923588889,0.12352649,-2.035187557
4.940333333,0.127169841,-2.035965272
4.957077778,0.128155499,-2.036536266
4.973822222,0.131725119,-2.036572852
4.990577778,0.133073873,-2.036933916
5.007322222,0.134958681,-2.036941672
5.024066667,0.139523416,-2.036864111
5.040822222,0.140486385,-2.037266244
5.057555556,0.142552395,-2.037143351
5.074311111,0.145565506,-2.036963004
5.091055556,0.146248364,-2.038107504
5.1078,0.146728001,-2.038360314
5.124544444,0.149111798,-2.038348304
5.1413,0.149940489,-2.038468678
5.158044444,0.152381738,-2.039768361
5.174788889,0.151511454,-2.038610299
5.191533333,0.151335208,-2.039666744
5.208277778,0.152252567,-2.039400049
5.225033333,0.151406847,-2.039744003
5.241855556,0.151879667,-2.039723329
5.258522222,0.15018982,-2.040864784
5.275266667,0.151206586,-2.041965437
5.292022222,0.150101489,-2.042240383
5.308766667,0.148704224,-2.042712327
5.325511111,0.14928889,-2.044356316
5.3423,0.150771421,-2.04446771
5.359011111,0.149997137,-2.042945385
5.375755556,0.148455957,-2.044442634
5.3925,0.146541402,-2.04413326
5.409244444,0.145102329,-2.044354567
5.425988889,0.141977201,-2.044442491
5.442733333,0.142599568,-2.044419572
5.459488889,0.140593818,-2.045069347
5.476233333,0.140692626,-2.046066239
5.492977778,0.138062478,-2.046044618
5.509722222,0.136737615,-2.04739978
5.526477778,0.133335747,-2.047513762
5.543222222,0.129664651,-2.048662121
5.559966667,0.126507661,-2.050309046
5.576711111,0.124795094,-2.050249576
5.593466667,0.121295921,-2.050134734
5.610211111,0.117986111,-2.050564361
5.626955556,0.114890666,-2.05055333
5.6437,0.111469953,-2.050052048
5.660455556,0.109943426,-2.050283013
5.6772,0.108849454,-2.050666946
5.693944444,0.103913854,-2.051594635
5.710688889,0.100944518,-2.052076072
5.727433333,0.097284586,-2.051882963
5.744188889,0.094468451,-2.052168616
5.760933333,0.090324272,-2.052508504
5.777677778,0.085423029,-2.052077118
5.794422222,0.081464308,-2.05194581
5.811166667,0.077987464,-2.052127786
5.827922222,0.075563177,-2.052197025
5.844666667,0.069648431,-2.052175295
5.861411111,0.067253713,-2.052415707
5.878155556,0.062269034,-2.052072133
5.894911111,0.056469098,-2.052189396
5.911655556,0.054225958,-2.053197862
5.9284,0.05176992,-2.054052602
5.945144444,0.047717406,-2.053753598
5.9619,0.042571641,-2.05374322
5.978644444,0.037909336,-2.05337905
5.995388889,0.035846696,-2.053415983
6.012133333,0.032070195,-2.05234294
6.028877778,0.025154243,-2.051992787
6.045622222,0.021251683,-2.052146691
6.0624,0.018368046,-2.052099766
6.079122222,0.013279005,-2.052605276
6.095866667,0.010867911,-2.052323309
6.112611111,0.006533168,-2.053318268
6.129366667,0.001999028,-2.053325274
6.146111111,8.25E-04,-2.052257204
6.162855556,-0.005635186,-2.052832329
6.1796,-0.009456463,-2.052068289
6.196355556,-0.013224115,-2.051840522
6.213088889,-0.017998703,-2.051837119
6.229844444,-0.021630755,-2.051217108
6.246644444,-0.025407319,-2.051715206
6.263333333,-0.026243358,-2.051997356
6.280077778,-0.029757494,-2.05190291
6.296833333,-0.035693743,-2.052110857
6.313577778,-0.037001639,-2.052113783
6.330322222,-0.039761234,-2.052111242
6.347066667,-0.041082836,-2.052069381
6.363811111,-0.045383598,-2.051927919
