t,x,y
1.021566667,-0.07565667,-2.007209115
1.038311111,-0.078413521,-2.006323963
1.055055556,-0.080114651,-2.007110402
1.0718,-0.079529716,-2.00589087
1.088555556,-0.075616856,-2.004579924
1.1053,-0.070639648,-2.003665757
1.122044444,-0.066685832,-2.002330459
1.138788889,-0.064669915,-2.002478348
1.155533333,-0.063282816,-2.002656218
1.172288889,-0.063458725,-2.002449139
1.189033333,-0.062871724,-2.001249471
1.205777778,-0.064943381,-2.001175051
1.222522222,-0.066123499,-2.001052235
1.239266667,-0.063285156,-2.000910532
1.256022222,-0.059802922,-2.001038763
1.272766667,-0.056216656,-1.999744147
1.289511111,-0.05197475,-1.999313199
1.306255556,-0.04786371,-1.998363457
1.323,-0.047784116,-1.998204633
1.339755556,-0.046823496,-1.998066184
1.3565,-0.047686787,-1.99773735
1.373244444,-0.049717413,-1.998005383
1.389988889,-0.04797542,-1.998358432
1.406733333,-0.044819355,-1.997873255
1.423488889,-0.038658504,-1.997246133
1.440233333,-0.030573395,-1.996258203
1.456977778,-0.029918761,-1.995780799
1.473722222,-0.024909298,-1.995230578
1.490477778,-0.023921983,-1.995532584
1.507222222,-0.02416468,-1.996579301
1.523966667,-0.024012218,-1.996635479
1.540711111,-0.023928519,-1.996533422
1.557466667,-0.021540466,-1.99660928
1.574211111,-0.017537039,-1.995003269
1.590955556,-0.011922685,-1.993782242
1.607711111,-0.007621212,-1.994901724
1.624444444,-0.002530811,-1.995192543
1.6412,1.12E-05,-1.995152907
1.657944444,0.002201125,-1.994891677
1.674688889,0.001558059,-1.995125392
1.691444444,0.001002311,-1.996266548
1.708188889,0.004009273,-1.996491258
1.724933333,0.008662827,-1.996497279
1.741677778,0.013463929,-1.996187458
1.758422222,0.018689229,-1.995785919
1.775177778,0.025378801,-1.995224792
1.791922222,0.026233611,-1.993976947
1.808666667,0.027410061,-1.994615499
1.825411111,0.028790269,-1.995146458
1.842155556,0.028826292,-1.996053303
1.8589,0.02994812,-1.997889513
1.875655556,0.033808981,-1.997141826
1.8924,0.03730173,-1.996580392
1.909144444,0.044264696,-1.995673173
1.925888889,0.044794002,-1.994733573
1.942644444,0.050219991,-1.994980732
1.959388889,0.054010891,-1.995300728
1.976133333,0.053390352,-1.996216705
1.992888889,0.05790569,-1.996905555
2.009633333,0.057485347,-1.997065372
2.026377778,0.05756784,-1.996856124
2.043122222,0.061079179,-1.996574369
2.059866667,0.063591528,-1.995237734
2.076611111,0.066570706,-1.995007014
2.093366667,0.069856722,-1.993730546
2.110111111,0.074057305,-1.992572081
2.126855556,0.074694448,-1.992513841
2.143622222,0.072798977,-1.992150156
2.160355556,0.072898149,-1.993284048
2.1771,0.075196817,-1.994034462
2.193844444,0.073205582,-1.993699741
2.210588889,0.075311746,-1.993601208
2.227344444,0.07910157,-1.993559599
2.244077778,0.081160389,-1.993431149
2.260833333,0.082393029,-1.992207715
2.277577778,0.084910763,-1.991002425
2.294322222,0.084089433,-1.990825452
2.311077778,0.08237345,-1.990970946
2.327822222,0.080549853,-1.991636225
