t,x,y
0,-0.144004026,-2.009667654
0.016744444,-0.145229122,-2.012448049
0.0335,-0.144226156,-2.014413731
0.050244444,-0.145287704,-2.017449836
0.066988889,-0.146248612,-2.020317807
0.083733333,-0.144958896,-2.022199212
0.100477778,-0.147402802,-2.024953551
0.117233333,-0.146840001,-2.028172381
0.133977778,-0.148703709,-2.031135832
0.150722222,-0.147981717,-2.034230784
0.167466667,-0.147834282,-2.037363378
0.184211111,-0.148473978,-2.040320134
0.200966667,-0.14674359,-2.043736047
0.217711111,-0.147802231,-2.046562853
0.234455556,-0.149344552,-2.050698554
0.2512,-0.150335986,-2.055340312
0.267944444,-0.149911249,-2.057251396
0.2847,-0.149704045,-2.060299812
0.301444444,-0.151930353,-2.061861299
0.318188889,-0.150054755,-2.063518113
0.334933333,-0.152408698,-2.064980663
0.351688889,-0.151328034,-2.065455316
0.368433333,-0.152134488,-2.066610147
0.385177778,-0.152568024,-2.066563347
0.401922222,-0.15346537,-2.06673844
0.418677778,-0.153006407,-2.066788239
0.435422222,-0.151633465,-2.066464677
0.452166667,-0.152836859,-2.066783083
0.468911111,-0.153773779,-2.066660796
0.485655556,-0.154768528,-2.066538573
0.502411111,-0.154871336,-2.066510438
0.519155556,-0.154313401,-2.066533547
0.5359,-0.153976171,-2.06652277
0.552644444,-0.154839911,-2.066523871
0.5694,-0.156150573,-2.066559538
0.586144444,-0.156081372,-2.066173286
0.602888889,-0.15642547,-2.066560122
0.619633333,-0.155579585,-2.065416694
0.636377778,-0.156693487,-2.066453631
0.653133333,-0.155915876,-2.066903251
0.669877778,-0.157114342,-2.067834283
0.686622222,-0.157795606,-2.068027981
0.703366667,-0.156412531,-2.067975489
0.720111111,-0.158459194,-2.067775696
0.736866667,-0.158853091,-2.067996374
0.753611111,-0.157553792,-2.068210078
0.770355556,-0.158314149,-2.068317299
0.7871,-0.158981512,-2.069341669
0.803855556,-0.159761845,-2.06933678
0.8206,-0.160802772,-2.069412476
0.837344444,-0.160775787,-2.069330963
0.854088889,-0.160064021,-2.067710229
0.870844444,-0.159987131,-2.067038441
0.887588889,-0.160825194,-2.066615665
0.904333333,-0.161314034,-2.066629062
0.921077778,-0.160792098,-2.066620113
0.937822222,-0.160191553,-2.066544748
0.954566667,-0.162376606,-2.066359387
0.971322222,-0.163514555,-2.065044012
0.988066667,-0.163522178,-2.064955793
1.004811111,-0.164800158,-2.064875301
1.021555556,-0.163954127,-2.06497862
1.038311111,-0.163539295,-2.06646922
1.055055556,-0.162227067,-2.066902741
1.0718,-0.162415679,-2.066729952
1.088544444,-0.162997815,-2.066595729
1.1053,-0.164031461,-2.06624347
1.122044444,-0.163079007,-2.065208379
1.138788889,-0.162657305,-2.065452347
1.155533333,-0.165693346,-2.066221565
1.172288889,-0.165600959,-2.066371617
1.189033333,-0.165328248,-2.066418852
1.205777778,-0.163696366,-2.065039339
1.222522222,-0.163403595,-2.063949921
1.239266667,-0.166131087,-2.063334068
1.256011111,-0.166669152,-2.063417252
1.272766667,-0.166920731,-2.063398978
1.289511111,-0.16704313,-2.063056816
1.306255556,-0.167231224,-2.063261066
1.323011111,-0.167600261,-2.061895165
1.339755556,-0.167615922,-2.061764614
1.3565,-0.167047855,-2.060838739
1.373244444,-0.16679631,-2.060858133
1.389988889,-0.167285993,-2.060061805
1.406733333,-0.167267318,-2.059077537
1.423488889,-0.165894242,-2.059093367
1.440233333,-0.167177098,-2.058939484
1.456977778,-0.167331124,-2.058721405
1.473733333,-0.169239588,-2.058712829
1.490477778,-0.169097976,-2.058650838
1.507222222,-0.167871322,-2.058679005
1.523966667,-0.167101913,-2.057432561
1.540711111,-0.168506203,-2.05710213
1.557455556,-0.16566652,-2.055708651
1.574211111,-0.163705451,-2.055687199
1.590955556,-0.156467002,-2.055444433
1.6077,-0.152697295,-2.05425317
1.624444444,-0.14954898,-2.054370179
1.641188889,-0.150733384,-2.055734571
1.657944444,-0.151229568,-2.054693511
1.674688889,-0.152929078,-2.054498353
1.691433333,-0.15592759,-2.054361196
1.708177778,-0.154555615,-2.055191531
1.724933333,-0.153111731,-2.054372558
1.741677778,-0.144711907,-2.054493215
1.758422222,-0.139787872,-2.056129406
1.775166667,-0.132820116,-2.056823346
1.791911111,-0.128825376,-2.057011442
1.808666667,-0.127800343,-2.055496586
1.825411111,-0.129013478,-2.054551273
1.842155556,-0.132828198,-2.055309688
1.858911111,-0.132086741,-2.055920584
1.875655556,-0.130012192,-2.057264581
1.8924,-0.124741189,-2.05767661
1.909144444,-0.117037661,-2.05770031
1.925888889,-0.111358065,-2.058376891
1.942644444,-0.106538675,-2.057535381
1.959388889,-0.102475262,-2.05665982
1.976133333,-0.101395516,-2.056862121
1.992877778,-0.101539646,-2.057200328
2.009622222,-0.100796239,-2.057275704
2.026377778,-0.097813518,-2.058142154
2.043122222,-0.095456758,-2.058547484
2.059866667,-0.088115822,-2.058857327
2.076644444,-0.081926267,-2.058809347
2.093366667,-0.074464108,-2.05882945
2.110111111,-0.069137751,-2.058996987
2.126855556,-0.065016495,-2.058920124
2.1436,-0.065909137,-2.058461333
2.160344444,-0.063917653,-2.058986263
2.177088889,-0.062976581,-2.058993662
2.193844444,-0.060024639,-2.05997195
2.210588889,-0.053812544,-2.058999281
2.227333333,-0.046146208,-2.058810177
2.2441,-0.039632656,-2.058930439
2.260833333,-0.033446668,-2.060217745
2.277577778,-0.028635672,-2.060617768
2.294322222,-0.024851533,-2.060288966
2.311066667,-0.024907132,-2.060463115
2.327811111,-0.024177767,-2.060386444
2.344566667,-0.022611645,-2.060128245
2.361311111,-0.0192216,-2.060079883
2.378055556,-0.012802942,-2.059253326
2.3948,-0.007068827,-2.060393971
2.411555556,9.71E-04,-2.060531342
2.4283,0.005784259,-2.060679732
2.445044444,0.009942713,-2.061257468
2.461788889,0.009443069,-2.060636162
2.478544444,0.011557991,-2.060979985
2.495288889,0.011301445,-2.060649473
2.512033333,0.01445297,-2.060564806
2.528777778,0.01898761,-2.060639971
2.545522222,0.023711817,-2.06077232
2.562266667,0.029550241,-2.061226264
2.579022222,0.03395729,-2.061797048
2.595766667,0.037710613,-2.061679502
2.612511111,0.038752469,-2.061376024
2.629266667,0.040437352,-2.061915381
2.646011111,0.040642512,-2.062073896
2.662755556,0.040458117,-2.061968046
2.6795,0.041950436,-2.061941264
2.696244444,0.045898407,-2.061818638
2.713,0.049862192,-2.060805736
2.729744444,0.05318286,-2.060544663
2.746488889,0.055044965,-2.060412997
2.763233333,0.057811928,-2.060272304
2.779977778,0.05594187,-2.060380201
2.796733333,0.057160015,-2.060217975
2.813477778,0.055405919,-2.060075896
2.830222222,0.056214348,-2.059295889
2.846966667,0.055890866,-2.059033577
2.863722222,0.05811537,-2.060243656
2.880466667,0.059912326,-2.05996017
2.897211111,0.062014612,-2.06027651
2.913955556,0.065271623,-2.060591849
2.9307,0.064304845,-2.060340234
2.947455556,0.062181399,-2.060510457
2.9642,0.060508102,-2.060485178
2.980944444,0.057919071,-2.060939149
2.997688889,0.058738153,-2.060391204
3.014444444,0.058103431,-2.059634428
3.031188889,0.060828538,-2.059011644
3.047933333,0.059283868,-2.058856311
3.064677778,0.061766463,-2.058490808
3.081433333,0.060045595,-2.058288487
3.098177778,0.057434014,-2.05803849
3.114922222,0.05540079,-2.058364312
3.131666667,0.052652232,-2.058627019
3.148411111,0.048946716,-2.058535335
3.165166667,0.047982235,-2.058818573
3.181911111,0.048745481,-2.058834569
3.198655556,0.048001274,-2.057862301
3.2154,0.04723581,-2.057606802
3.232144444,0.045695136,-2.057996281
3.2489,0.04300919,-2.057632727
3.265644444,0.039384427,-2.057818084
3.282388889,0.038734012,-2.058446136
3.299133333,0.034262817,-2.058034549
3.315888889,0.028896219,-2.057863383
3.332633333,0.027072646,-2.057326872
3.349377778,0.026123739,-2.057445071
3.366122222,0.024503529,-2.057196441
3.382866667,0.025242389,-2.057791906
3.399622222,0.022679537,-2.058379518
3.433111111,0.013048089,-2.058778912
3.449855556,0.007875853,-2.057738565
3.4666,0.003974411,-2.057393028
3.483355556,4.26E-04,-2.057883818
3.5001,-0.002126101,-2.057926551
3.516844444,-0.005627512,-2.058245079
3.533588889,-0.00621989,-2.058997181
3.550344444,-0.007799777,-2.059229392
3.567088889,-0.011633288,-2.059154591
3.583833333,-0.014611399,-2.058494216
3.600577778,-0.021752064,-2.057967583
3.617333333,-0.027455589,-2.057880986
3.634088889,-0.032887943,-2.057709956
3.650822222,-0.033819941,-2.058792714
3.667566667,-0.038353941,-2.058684293
3.684311111,-0.041004767,-2.059125826
3.701066667,-0.044005032,-2.059522688
3.717811111,-0.044751524,-2.06011219
3.734555556,-0.048876899,-2.060535631
3.7513,-0.053907533,-2.060410502
3.768044444,-0.058410767,-2.060245056
3.7848,-0.063057243,-2.060320807
3.801544444,-0.067213392,-2.059358258
3.818288889,-0.072996684,-2.059199006
3.835044444,-0.07594646,-2.0589958
3.851777778,-0.077412559,-2.058796752
3.868533333,-0.079465926,-2.058849745
3.885277778,-0.08332408,-2.058945918
3.902022222,-0.086430389,-2.058788235
3.918766667,-0.089525068,-2.058610739
3.935522222,-0.095331106,-2.058697881
3.952266667,-0.095320755,-2.058553625
3.969011111,-0.103455535,-2.057603013
3.985755556,-0.102756634,-2.058745939
4.002511111,-0.106589771,-2.058785157
4.019255556,-0.108820781,-2.058862529
4.036,-0.111207826,-2.059159966
4.069488889,-0.114875795,-2.060119716
4.086233333,-0.121972491,-2.058933907
4.102988889,-0.125063056,-2.058766653
4.119733333,-0.129362632,-2.059083067
4.136477778,-0.129612069,-2.058857785
4.153222222,-0.130832323,-2.058793277
4.169977778,-0.132743788,-2.058777343
4.186722222,-0.132309595,-2.058818898
4.203466667,-0.134034514,-2.058836713
4.220211111,-0.13751501,-2.058846487
4.236966667,-0.140021886,-2.058909332
4.253711111,-0.142614891,-2.058884791
4.270455556,-0.142625037,-2.058760993
4.2872,-0.145309173,-2.058831954
4.303944444,-0.144193887,-2.06014024
4.3207,-0.144689331,-2.06031378
4.337444444,-0.144195227,-2.060361114
4.354188889,-0.146260529,-2.060410029
4.370933333,-0.147199466,-2.060458905
4.387677778,-0.146407929,-2.060301716
4.404433333,-0.152780744,-2.059056077
4.421177778,-0.15356191,-2.058938211
4.437922222,-0.155438648,-2.057510263
4.454666667,-0.154709532,-2.057512617
4.471422222,-0.155698839,-2.057453124
4.488166667,-0.155343016,-2.05774273
4.504911111,-0.148925695,-2.058745963
4.521655556,-0.152763648,-2.059165766
4.538411111,-0.149897177,-2.060321066
4.555155556,-0.148551472,-2.060249335
4.5719,-0.149883392,-2.059005086
4.588644444,-0.150109783,-2.058876356
4.605388889,-0.150151015,-2.058862644
4.622144444,-0.14858447,-2.05889301
4.638888889,-0.147698696,-2.059091066
4.655633333,-0.145039366,-2.060408143
4.672377778,-0.14111899,-2.060515164
4.689122222,-0.139262202,-2.060491513
4.705877778,-0.137492433,-2.060435702
4.722622222,-0.134210293,-2.060348572
4.739366667,-0.133895117,-2.060317846
4.756111111,-0.132145284,-2.060302351
4.772866667,-0.130165421,-2.06025264
